City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
471,Dinguiraye,GN,11.3,-10.7167,67.08,28,12,1.79,few clouds
472,Kangaatsiaq,GL,68.3065,-53.4641,20.98,70,45,13.09,scattered clouds
473,Rawah,IQ,34.4816,41.9093,50.76,49,70,4.0,broken clouds
474,Mapastepec,MX,15.4333,-92.9,76.8,79,28,3.31,scattered clouds
475,Lamphun,TH,18.25,98.9167,74.68,55,5,1.59,clear sky
476,Dzaoudzi,YT,-12.7887,45.2699,80.49,78,75,11.5,broken clouds
477,Ambon,ID,-3.6954,128.1814,82.54,83,40,13.8,light rain
478,Yarada,IN,17.65,83.2667,80.92,69,20,10.36,haze
479,Verkhnyaya Inta,RU,65.9811,60.3094,6.62,93,100,22.01,light snow
480,Sungurlu,TR,40.1675,34.3739,44.22,72,0,5.37,clear sky
481,Severnyy,RU,50.677,36.5532,35.64,100,90,17.9,mist
482,Kudat,MY,6.8837,116.8477,82.33,78,20,2.3,few clouds
483,Buala,SB,-8.145,159.5921,82.47,81,97,8.14,moderate rain
484,Bilma,NE,18.6853,12.9164,63.25,20,40,10.89,scattered clouds
485,Totma,RU,59.9747,42.7642,9.73,84,100,7.29,overcast clouds
486,Gat,IL,31.61,34.7642,65.91,44,100,3.56,overcast clouds
487,Kaliua,TZ,-5.0606,31.7936,66.4,85,99,3.76,overcast clouds
488,Kahului,US,20.8947,-156.47,78.82,86,40,5.75,scattered clouds
489,Abu Samrah,SY,35.3029,37.1841,50.81,52,48,9.35,scattered clouds
490,Vestmanna,FO,62.1564,-7.1664,40.12,87,90,21.85,overcast clouds
491,Kawalu,ID,-7.3817,108.2082,85.95,63,51,1.36,broken clouds
492,Buin,CL,-33.7333,-70.75,71.87,76,0,2.24,clear sky
493,Halle,DE,51.5,12.0,35.17,86,0,1.01,clear sky
494,Laguna,US,38.421,-121.4238,51.22,93,90,0.0,mist
495,Groningen,NL,53.25,6.75,36.03,94,90,1.01,light rain
496,Harper,LR,4.375,-7.7169,78.42,86,43,7.45,light rain
497,Kologriv,RU,58.8275,44.3178,8.55,83,100,8.23,overcast clouds
498,Westerland,DE,54.9079,8.3033,33.82,86,75,17.27,broken clouds
499,Pychas,RU,56.5033,52.4409,1.08,89,17,0.54,few clouds
500,La Ronge,CA,55.1001,-105.2842,-18.15,76,1,1.14,clear sky
501,Lashio,MM,22.9333,97.75,72.72,58,52,2.98,broken clouds
502,Vieques,PR,18.425,-65.8329,80.64,78,40,0.0,scattered clouds
503,Stornoway,GB,58.2093,-6.3865,35.56,89,12,1.01,few clouds
504,Pocoes,BR,-14.5297,-40.3653,64.11,99,100,3.2,overcast clouds
505,Hambantota,LK,6.1241,81.1185,82.74,89,20,6.91,few clouds
506,Wajir,KE,1.7471,40.0573,76.8,75,51,10.38,broken clouds
507,Mathathane,BW,-22.2687,28.7495,74.21,65,92,4.47,overcast clouds
508,Dudinka,RU,69.4058,86.1778,-9.38,97,100,16.22,light snow
509,Moses Lake,US,47.1301,-119.2781,34.61,74,90,6.91,overcast clouds
510,Langtad,PH,10.1857,123.7344,77.76,84,100,6.42,overcast clouds
511,Novyy Urengoy,RU,66.0833,76.6333,-0.45,97,100,8.5,light snow
512,Adrar,MR,20.5022,-10.0711,59.36,18,83,11.7,broken clouds
513,Shenzhen,CN,22.5455,114.0683,72.86,65,0,5.35,clear sky
514,Surgut,RU,61.25,73.4167,-36.22,74,0,4.47,clear sky
515,Bastia,FR,42.6667,9.3333,51.6,55,0,7.0,clear sky
516,Carndonagh,IE,55.25,-7.2667,36.68,82,90,6.35,overcast clouds
517,Coxim,BR,-18.5067,-54.76,79.65,63,45,3.83,scattered clouds
518,Sar-E Pul,AF,35.8333,66.1667,42.67,63,100,6.06,overcast clouds
519,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,87,90,8.95,light intensity shower rain
520,Cravo Norte,CO,6.3017,-70.2041,79.72,61,82,5.39,broken clouds
521,Mahanoro,MG,-19.9,48.8,77.88,71,34,1.59,scattered clouds
522,Gilbues,BR,-9.8317,-45.3439,77.2,69,99,1.57,overcast clouds
523,Xai-Xai,MZ,-25.0519,33.6442,76.69,79,92,4.63,light rain
524,Coahuayana,MX,18.7333,-103.6833,81.88,75,2,2.95,clear sky
525,Pauini,BR,-7.7136,-66.9764,72.64,99,100,0.29,overcast clouds
526,Jalingo,NG,8.8833,11.3667,76.14,29,89,3.96,overcast clouds
527,Gizo,SB,-8.103,156.8419,84.87,70,100,4.43,light rain
528,Bara,NG,10.3744,10.7288,69.44,27,100,6.93,overcast clouds
529,Malindi,KE,-3.2175,40.1191,79.57,76,58,3.78,broken clouds
530,Awjilah,LY,29.1081,21.2869,52.25,35,0,19.8,clear sky
531,Kudahuvadhoo,MV,2.6708,72.8944,82.67,72,97,10.29,overcast clouds
532,Sorland,NO,67.667,12.6934,26.44,64,2,13.89,clear sky
533,Senneterre,CA,48.3835,-77.2328,10.62,88,100,14.34,overcast clouds
534,Chernyshevskiy,RU,63.0128,112.4714,-22.65,95,24,2.21,few clouds
535,Ngaoundere,CM,7.3167,13.5833,67.59,31,100,4.23,overcast clouds
536,Soure,BR,-0.7167,-48.5233,78.93,87,100,9.33,overcast clouds
537,Boguchany,RU,58.3814,97.4531,30.2,97,100,8.48,snow
538,Sutton,GB,51.35,-0.2,38.05,89,5,4.0,clear sky
539,Beidao,CN,34.5686,105.8933,36.61,90,100,4.18,overcast clouds
540,Aras,ES,42.5617,-2.356,44.73,96,45,2.3,scattered clouds
541,Honningsvag,NO,70.9821,25.9704,24.03,71,94,27.07,overcast clouds
542,San Lawrenz,MT,36.0553,14.204,54.86,74,95,5.99,overcast clouds
543,Te Anau,NZ,-45.4167,167.7167,66.43,45,15,5.21,few clouds
544,Oktyabrskoye,RU,43.0645,44.7417,24.94,100,0,4.47,fog
545,Ipixuna,BR,-1.7625,-48.8043,76.95,96,98,3.06,moderate rain
546,Superior,US,46.7208,-92.1041,1.29,69,1,5.75,clear sky
547,Erdaojiang,CN,41.7764,126.0319,30.36,76,19,0.31,few clouds
548,Salina Cruz,MX,16.1667,-95.2,78.69,75,2,6.38,clear sky
549,Chibombo,ZM,-14.6569,28.0706,70.41,49,54,2.21,broken clouds
550,Khuzhir,RU,53.1939,107.3397,34.74,65,61,10.07,broken clouds
551,Abapo,BO,-18.8333,-63.4667,63.07,82,35,4.63,scattered clouds
552,Reconquista,AR,-29.15,-59.65,71.64,44,0,8.41,light rain
553,Ziro,IN,27.6333,93.8333,48.94,76,93,0.36,overcast clouds
554,Hofn,IS,64.2539,-15.2082,36.48,80,100,13.06,overcast clouds
555,Coffs Harbour,AU,-30.3,153.1333,83.14,73,90,12.66,overcast clouds
556,Merauke,ID,-8.4667,140.3333,85.77,65,63,9.84,broken clouds
557,Bayan,CN,46.0833,127.4,28.0,79,9,12.12,clear sky
558,Westport,US,41.1415,-73.3579,53.64,76,90,19.57,overcast clouds
559,Saint-Pierre,RE,-21.3393,55.4781,80.29,63,75,5.75,broken clouds
560,Ranfurly,NZ,-45.1333,170.1,58.06,61,82,1.72,broken clouds
561,Kasongo,CD,-4.45,26.6667,66.58,98,100,0.56,overcast clouds
562,Atherton,GB,53.5237,-2.4935,39.42,89,27,1.99,scattered clouds
563,Chihuahua,MX,28.5,-106.0,49.03,29,24,5.86,few clouds
564,Saint-Denis,FR,48.9167,2.3333,40.78,92,40,5.75,scattered clouds
565,Changli,CN,39.7042,119.1506,44.85,34,0,6.58,clear sky
566,Nizwa,OM,22.9333,57.5333,68.23,50,1,1.68,clear sky
567,Lata,PT,40.1629,-8.3327,58.05,97,100,5.32,overcast clouds
568,Dali,CN,25.7,100.1833,54.54,85,100,3.62,overcast clouds
569,Puerto Maldonado,PE,-12.6,-69.1833,71.15,99,100,1.25,overcast clouds
570,Teknaf,BD,20.8624,92.3058,80.19,67,100,9.53,overcast clouds
571,Lerwick,GB,60.1545,-1.1494,42.8,75,65,13.29,broken clouds
572,Leninskoye,KZ,41.7589,69.3864,42.73,37,100,1.34,overcast clouds
573,Riverton,US,40.5219,-111.9391,45.45,57,90,1.99,overcast clouds
574,Washington,US,47.5001,-120.5015,36.64,72,97,3.31,overcast clouds
575,Port Hardy,CA,50.6996,-127.4199,41.0,93,90,18.41,light rain
576,Cerrito,CO,6.8432,-72.694,51.19,87,71,7.09,broken clouds
577,Vila Velha,BR,-20.3297,-40.2925,71.94,95,40,1.99,scattered clouds
578,Inhambane,MZ,-23.865,35.3833,80.58,94,75,3.44,broken clouds
579,Ko Samui,TH,9.5357,99.9357,89.51,58,20,4.61,few clouds
580,Chumikan,RU,54.7183,135.315,10.26,75,1,20.6,clear sky
581,Komsomolskiy,UZ,40.4272,71.7189,36.32,75,100,4.61,mist
582,Udachnyy,RU,66.4167,112.4,-30.62,97,89,5.35,overcast clouds
583,Caravelas,BR,-17.7125,-39.2481,73.76,93,100,5.3,heavy intensity rain
584,Bereda,ES,43.2686,-7.5406,55.15,100,100,7.05,overcast clouds
585,Bulgan,MN,48.8125,103.5347,28.2,20,100,1.66,overcast clouds
586,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,81,100,9.98,overcast clouds
587,San Carlos De Bariloche,AR,-41.1456,-71.3082,73.15,27,20,4.61,few clouds
588,Kulhudhuffushi,MV,6.6221,73.07,82.62,75,57,12.68,broken clouds
589,Micheweni,TZ,-4.9667,39.8333,79.5,76,48,0.76,scattered clouds
590,Hervey Bay,AU,-25.2986,152.8535,84.31,63,99,7.72,overcast clouds
591,Mayo,US,38.8876,-76.5119,49.95,29,90,26.46,overcast clouds
592,Luwuk,ID,-0.9516,122.7875,85.05,77,100,3.0,overcast clouds
593,Lubango,AO,-14.9172,13.4925,60.01,80,8,2.84,clear sky
594,Hudson Bay,CA,52.85,-102.3842,-2.56,90,100,4.61,overcast clouds
595,Fort Morgan,US,40.2503,-103.8,30.94,34,90,8.05,overcast clouds
596,Weihe,CN,32.9952,105.3247,41.0,99,100,5.26,overcast clouds
597,Khorinsk,RU,52.1657,109.7726,18.59,70,13,1.88,few clouds
598,Cururupu,BR,-1.8283,-44.8683,74.79,96,58,3.09,broken clouds
599,Narrabri,AU,-30.3167,149.7833,81.52,57,54,10.36,broken clouds
600,Kamina,CD,-8.7386,24.9906,63.97,94,100,1.74,overcast clouds
601,Ahuimanu,US,21.4447,-157.8378,74.91,75,90,3.44,heavy intensity rain
602,Ola,RU,59.5833,151.2833,14.45,92,100,14.0,snow
603,Constitucion,CL,-35.3333,-72.4167,55.38,84,86,9.13,overcast clouds
604,Dubai,AE,25.2582,55.3047,68.22,68,20,4.61,few clouds
605,Diffa,NE,13.3154,12.6113,67.1,20,54,9.08,broken clouds
606,Pangai,TO,-19.8,-174.35,82.51,61,75,6.91,broken clouds
607,Jardim,BR,-21.4803,-56.1381,77.04,54,99,1.74,overcast clouds
608,Tortoli,IT,39.9256,9.6572,50.99,40,0,17.27,clear sky
609,Verkhoyansk,RU,67.5447,133.385,-45.87,93,52,3.42,broken clouds
610,Neryungri,RU,56.6709,124.6491,1.27,85,100,1.74,overcast clouds
611,Cayenne,GF,4.9333,-52.3333,76.08,92,75,0.0,broken clouds
612,Iquitos,PE,-3.7481,-73.2472,75.24,94,75,2.3,broken clouds
613,Oriximina,BR,-1.7656,-55.8661,75.61,91,97,2.51,overcast clouds
614,Nome,US,64.5011,-165.4064,23.07,86,90,9.22,mist
615,Veshenskaya,RU,49.6303,41.7334,34.16,95,100,11.97,overcast clouds
616,Antofagasta,CL,-23.65,-70.4,63.68,79,94,4.92,overcast clouds
617,Saint Paul,US,44.9444,-93.0933,6.84,68,1,1.01,clear sky
618,Santa Cruz,BO,-17.8,-63.1667,80.06,74,75,5.75,broken clouds
619,Puro,PH,12.4841,123.3827,82.17,70,37,10.78,scattered clouds
620,Riyadh,SA,24.6877,46.7219,53.74,35,19,6.51,few clouds
621,Itacare,BR,-14.2775,-38.9967,74.73,90,99,4.54,overcast clouds
622,Qui Nhon,VN,13.7667,109.2333,72.68,81,97,17.43,overcast clouds
623,Calama,CL,-22.4667,-68.9333,59.49,20,90,5.75,overcast clouds
624,La Palma,US,33.8464,-118.0467,62.02,85,75,1.01,broken clouds
625,Wanning,CN,18.8003,110.3967,73.78,62,83,13.58,broken clouds
626,Roald,NO,62.5833,6.1333,37.33,55,90,20.71,overcast clouds
627,Aykhal,RU,66.0,111.5,-25.64,97,62,6.29,broken clouds
628,Acarau,BR,-2.8856,-40.12,80.76,80,54,15.3,broken clouds
629,Puerto Colombia,CO,10.9878,-74.9547,80.69,78,7,21.72,clear sky
630,Libertador General San Martin,AR,-23.8064,-64.7876,78.94,72,100,1.74,heavy intensity rain
631,Sirur,IN,18.8333,74.3833,73.78,50,1,11.14,clear sky
632,Tiznit,MA,29.5833,-9.5,55.69,27,0,5.73,clear sky
633,Ushtobe,KZ,45.2514,77.9838,40.95,79,96,3.62,overcast clouds
634,Safita,SY,34.8205,36.1153,58.98,54,74,12.77,broken clouds
635,Shimoda,JP,34.6667,138.95,60.91,74,86,19.77,light rain
636,Saint-Georges,GD,12.0564,-61.7485,78.48,78,20,11.5,few clouds
637,Mayen,DE,50.3333,7.2167,39.69,76,99,12.3,overcast clouds
638,Sisimiut,GL,66.9395,-53.6735,20.41,77,100,14.61,light snow
639,Fairbanks,US,64.8378,-147.7164,21.54,83,75,0.0,broken clouds
640,Manyoni,TZ,-5.7467,34.8382,65.14,77,98,6.93,overcast clouds
641,Bandarbeyla,SO,9.4942,50.8122,75.04,63,30,17.07,scattered clouds
642,Namibe,AO,-15.1961,12.1522,71.65,66,7,3.24,clear sky
643,Badiraguato,MX,25.3667,-107.5167,67.05,49,5,3.69,clear sky
644,Majene,ID,-3.5403,118.9707,78.03,90,100,5.5,moderate rain
645,Camacha,PT,33.0833,-16.3333,61.56,59,75,5.75,broken clouds
646,Burnie,AU,-41.0667,145.9167,64.38,36,24,13.06,few clouds
647,Along,IN,28.1667,94.7667,61.66,96,100,0.34,overcast clouds
648,Saquena,PE,-4.6667,-73.5167,72.14,99,100,2.77,overcast clouds
649,Egvekinot,RU,66.3167,-179.1667,-4.38,86,100,6.53,overcast clouds
650,Zhigalovo,RU,54.8097,105.1578,26.56,86,97,2.82,overcast clouds
651,Fortuna,US,40.5982,-124.1573,49.42,96,90,1.01,light rain
652,Coquimbo,CL,-29.9533,-71.3436,58.73,77,90,3.44,overcast clouds
653,Sampit,ID,-2.5333,112.95,82.94,72,93,4.05,overcast clouds
654,Tonantins,BR,-2.8731,-67.8022,72.93,99,100,1.1,overcast clouds
655,Jiaojiang,CN,28.6803,121.4428,64.0,57,0,11.54,clear sky
656,Panalingaan,PH,8.7842,117.4231,84.6,65,98,7.47,overcast clouds
657,Tucuma,BR,-0.1833,-50.05,76.14,93,76,4.61,broken clouds
658,Tautira,PF,-17.7333,-149.15,84.22,74,81,13.91,light rain
659,Chulman,RU,56.8479,124.9104,-4.0,89,86,1.86,overcast clouds
660,Camana,PE,-16.6228,-72.7111,68.14,85,100,6.42,overcast clouds
661,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,61.99,90,3,7.34,clear sky
662,Hundested,DK,55.9667,11.8667,35.44,86,100,18.57,overcast clouds
663,Kamenka,RU,51.3223,42.7678,26.74,84,100,14.03,overcast clouds
664,Campo Verde,BR,-20.4167,-54.0667,78.01,52,52,5.61,broken clouds
665,Pemangkat,ID,1.1667,108.9667,83.61,75,70,9.31,broken clouds
666,Oranjestad,AW,12.524,-70.027,80.55,83,20,16.11,few clouds
667,Saint-Joseph,RE,-21.3667,55.6167,79.21,70,8,10.6,clear sky
668,Yenagoa,NG,4.9247,6.2642,76.17,91,99,2.53,overcast clouds
669,Guilin,CN,25.2819,110.2864,64.51,33,5,4.94,clear sky
670,Vuktyl,RU,63.8567,57.3094,0.14,96,100,8.1,overcast clouds
671,Mount Isa,AU,-20.7333,139.5,94.77,28,32,8.05,scattered clouds
672,Callaway,US,30.153,-85.5699,66.13,95,90,5.75,overcast clouds
673,Wagar,SD,16.1525,36.2032,70.92,79,0,7.27,clear sky
674,Namatanai,PG,-3.6667,152.4333,79.75,88,100,8.25,moderate rain
675,Abu Dhabi,AE,24.4667,54.3667,68.97,75,0,1.99,clear sky
676,Hihya,EG,30.6713,31.588,63.48,67,100,3.11,overcast clouds
677,Nampula,MZ,-15.1165,39.2666,73.35,78,20,8.05,mist
678,Lamu,KE,-2.2717,40.902,80.82,80,37,6.53,light rain
679,Khasan,RU,42.4308,130.6434,36.91,50,0,7.31,clear sky
680,Eyl,SO,7.9803,49.8164,74.37,64,4,15.57,clear sky
681,Wesselsbron,ZA,-27.8549,26.3658,61.11,49,0,5.44,clear sky
682,Chiang Rai,TH,19.9167,99.9167,78.3,74,0,2.3,clear sky
683,Moctezuma,MX,29.8,-109.6667,60.69,28,0,1.1,clear sky
684,Manokwari,ID,-0.8667,134.0833,84.0,70,100,3.11,overcast clouds
685,Lobito,AO,-12.3481,13.5456,77.22,82,99,3.62,overcast clouds
686,Scarborough,GB,54.2797,-0.4044,36.91,90,1,1.99,clear sky
687,Goderich,CA,43.7501,-81.7165,32.92,80,100,20.71,snow
688,Tiarei,PF,-17.5333,-149.3333,84.22,73,90,12.26,overcast clouds
689,Tottori,JP,35.5,134.2333,51.8,93,75,2.3,broken clouds
690,Alice Springs,AU,-23.7,133.8833,87.35,37,40,8.05,scattered clouds
691,Natal,BR,-5.795,-35.2094,79.02,89,20,8.05,few clouds
692,Nuevo Progreso,MX,23.1667,-97.95,75.6,82,59,2.51,broken clouds
693,Atambua,ID,-9.1061,124.8925,84.65,65,99,2.53,overcast clouds
694,Kendari,ID,-3.945,122.4989,86.76,60,97,4.74,overcast clouds
695,Maniitsoq,GL,65.4167,-52.9,23.11,54,100,11.43,light snow
696,Griffith,US,41.5284,-87.4237,20.05,47,1,4.0,clear sky
697,Dingle,PH,10.9995,122.6711,81.41,73,97,10.49,overcast clouds
698,Gold Coast,AU,-28.0,153.4333,86.16,70,100,9.22,overcast clouds
699,Agadir,MA,30.4202,-9.5982,46.85,41,0,4.36,clear sky
700,Okitipupa,NG,6.5047,4.7839,76.03,95,95,0.54,overcast clouds
701,Aden,YE,12.7794,45.0367,78.35,70,17,13.76,few clouds
702,Novska,HR,45.3406,16.9769,31.87,95,13,3.91,few clouds
703,Chagoda,RU,59.164,35.3285,18.52,95,100,8.63,light snow
704,Raudeberg,NO,61.9875,5.1352,36.27,70,100,11.01,light snow
705,Omboue,GA,-1.5746,9.2618,74.3,93,100,3.78,overcast clouds
706,Dalbandin,PK,28.8947,64.4101,59.05,17,0,2.48,clear sky
707,Marfino,RU,55.7028,37.3822,27.95,87,90,11.18,shower snow
708,Catabola,AO,-12.15,17.2833,60.48,90,98,0.94,light rain
